2020-10-02 12:24:45.617461084 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.617912206 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.618089417 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.618268391 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.618461361 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.61865854 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.618847988 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.619043654 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.619218914 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.619440861 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.619661731 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.619883812 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.62008727 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.620314264 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.620522993 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.620721235 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.62093406 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.621152733 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.621379669 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.621609513 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.621790628 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.622008639 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.622318857 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.627908705 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628106105 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628255164 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628372817 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628502026 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628620606 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628748212 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.628865823 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.62919204 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.629291464 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.629430676 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.62952239 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.629658487 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.629749675 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.629922464 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630015413 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630147037 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.63024297 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630362895 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630458758 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630679322 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630792768 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630887777 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.630997009 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631110078 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631202417 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631307677 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.63141299 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631504908 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631596469 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631716279 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631812273 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.631909868 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632008599 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632130145 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632247222 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632344568 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632521452 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632629435 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632748958 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632856856 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.632963458 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633075578 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633178944 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633294405 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633391652 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633504974 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633648509 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633754565 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633860512 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.633965066 +0200 CEST,0.000000,0.000000
2020-10-02 12:24:45.634068149 +0200 CEST,0.000000,0.000000
